PDB Code,Ligand Name,C-C,C-N,C-O,C-F,C-P,C-S,C-Cl,C-Br,C-I,N-C,N-N,N-O,N-F,N-P,N-S,N-Cl,N-Br,N-I,O-C,O-N,O-O,O-F,O-P,O-S,O-Cl,O-Br,O-I,F-C,F-N,F-O,F-F,F-P,F-S,F-Cl,F-Br,F-I,P-C,P-N,P-O,P-F,P-P,P-S,P-Cl,P-Br,P-I,S-C,S-N,S-O,S-F,S-P,S-S,S-Cl,S-Br,S-I,Cl-C,Cl-N,Cl-O,Cl-F,Cl-P,Cl-S,Cl-Cl,Cl-Br,Cl-I,Br-C,Br-N,Br-O,Br-F,Br-P,Br-S,Br-Cl,Br-Br,Br-I,I-C,I-N,I-O,I-F,I-P,I-S,I-Cl,I-Br,I-I,Total Count,Binding Data
1TSY,1TSY_ligand,1587,436,396,0,0,9,0,0,0,395,96,87,0,0,2,0,0,0,8221,2059,2151,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,126,38,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15683,4.96
1NJA,1NJA_ligand,1601,426,408,0,0,17,0,0,0,594,147,131,0,0,6,0,0,0,9318,2348,2472,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,132,40,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17745,6.31
4TLN,4TLN_ligand,1151,320,355,0,0,6,0,0,0,376,97,112,0,0,1,0,0,0,17858,4762,5716,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30784,3.72
1TMN,1TMN_ligand,3907,1028,1213,0,0,10,0,0,0,489,126,145,0,0,1,0,0,0,17401,4592,5565,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34507,7.3
4TMN,4TMN_ligand,3903,1090,1253,0,0,12,0,0,0,537,140,162,0,0,2,0,0,0,20027,5319,6412,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,193,52,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39195,10.17
1FH7,1FH7_ligand,1712,514,544,0,0,0,0,0,0,191,57,62,0,0,0,0,0,0,31910,8782,9595,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53538,5.24
1FH9,1FH9_ligand,1714,510,546,0,0,0,0,0,0,392,117,124,0,0,0,0,0,0,32273,8880,9705,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54433,6.43
1FH8,1FH8_ligand,1681,506,536,0,0,0,0,0,0,198,61,65,0,0,0,0,0,0,29206,8099,8866,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49393,6.89
2FZC,2FZC_ligand,4742,1508,1486,0,0,0,0,0,0,1625,502,511,0,0,0,0,0,0,87678,24833,26594,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,1087,389,365,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151885,2.7
2H3E,2H3E_ligand,2419,859,747,0,0,0,0,0,0,826,299,263,0,0,0,0,0,0,59006,16925,17766,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,319,123,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100102,5.7
1D09,1D09_ligand,2360,844,747,0,0,0,0,0,0,388,136,124,0,0,0,0,0,0,45281,13527,14715,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,313,123,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78934,7.57
2CTC,2CTC_ligand,2004,573,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23580,6140,7057,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40026,3.89
8CPA,8CPA_ligand,3459,1012,1104,0,0,0,0,0,0,282,94,88,0,0,0,0,0,0,28942,7748,8695,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,193,58,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51809,9.15
7CPA,7CPA_ligand,4476,1344,1426,0,0,0,0,0,0,283,91,89,0,0,0,0,0,0,26589,7081,7934,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,194,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49693,13.96
1E1V,1E1V_ligand,2613,657,711,0,0,2,0,0,0,1027,258,260,0,0,0,0,0,0,22377,5698,5858,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39583,4.92
1B39,1B39_ligand,2141,540,562,0,0,2,0,0,0,999,251,249,0,0,0,0,0,0,20236,5298,5434,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,578,150,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36696,6.92
1PXO,1PXO_ligand,2784,681,713,0,0,1,0,0,0,1207,300,310,0,0,0,0,0,0,20400,5188,5401,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,52,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37417,8.7
1BCU,1BCU_ligand,3148,837,969,0,0,66,0,0,0,531,143,175,0,0,13,0,0,0,27992,7629,8014,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,31,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50047,3.28
1VZQ,1VZQ_ligand,4007,1050,1223,0,0,88,0,0,0,697,189,231,0,0,19,0,0,0,44196,12068,12775,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77040,7.44
1SL3,1SL3_ligand,4649,1210,1392,0,0,88,0,0,0,1425,379,450,0,0,36,0,0,0,31762,8731,9410,0,0,360,0,0,0,256,66,73,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,129,31,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60489,11.85
2BRB,2BRB_ligand,3145,809,1039,0,0,20,0,0,0,582,144,182,0,0,3,0,0,0,26370,7038,7318,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,34,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47041,4.86
2BRM,2BRM_ligand,3157,837,1026,0,0,20,0,0,0,760,189,232,0,0,4,0,0,0,25769,6849,7107,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46167,5.89
1NVQ,1NVQ_ligand,4893,1251,1528,0,0,27,0,0,0,685,175,218,0,0,4,0,0,0,24212,6481,6671,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,34,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46525,8.25
1JQD,1JQD_ligand,7279,1574,1865,0,0,120,0,0,0,3432,759,933,0,0,56,0,0,0,38081,9414,11271,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,70,85,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75700,5.16
2AOV,2AOV_ligand,7111,1470,1846,0,0,101,0,0,0,2670,560,689,0,0,51,0,0,0,11760,2850,3432,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,75,92,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33163,7.04
2AOU,2AOU_ligand,14264,3087,3978,0,0,185,0,0,0,2606,567,732,0,0,28,0,0,0,40539,10002,12158,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,109,140,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89246,7.73
1Y1M,1Y1M_ligand,2731,627,674,0,0,28,0,0,0,453,114,106,0,0,6,0,0,0,80046,20793,23031,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129481,1.82
1PB9,1PB9_ligand,754,173,194,0,0,9,0,0,0,489,116,116,0,0,5,0,0,0,32322,8361,9730,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52647,3.62
1PBQ,1PBQ_ligand,3914,939,969,0,0,45,0,0,0,401,100,96,0,0,6,0,0,0,57821,14990,16212,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96184,6.27
1VFN,1VFN_ligand,947,257,282,0,0,13,0,0,0,749,207,226,0,0,13,0,0,0,15333,4246,4294,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26739,5.6
1V48,1V48_ligand,1603,420,483,0,0,29,0,0,0,806,206,233,0,0,18,0,0,0,20311,5546,5747,0,0,224,0,0,0,334,86,96,0,0,6,0,0,0,177,47,49,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36425,7.8
1B8O,1B8O_ligand,2230,640,648,0,0,25,0,0,0,796,229,233,0,0,12,0,0,0,23364,6637,6803,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,227,63,65,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42225,10.64
1P1Q,1P1Q_ligand,4902,1155,1432,0,0,90,0,0,0,1427,341,407,0,0,21,0,0,0,59644,15210,17733,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102938,4.89
1SYH,1SYH_ligand,2225,510,645,0,0,42,0,0,0,672,156,196,0,0,12,0,0,0,42646,11275,12786,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71578,6.31
1FTM,1FTM_ligand,4910,1153,1421,0,0,91,0,0,0,1440,339,411,0,0,22,0,0,0,59826,15280,17636,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103103,7.61
1FCX,1FCX_ligand,8024,1883,1907,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,30817,8454,9197,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60910,7.19
1FD0,1FD0_ligand,8013,1884,1912,0,0,207,0,0,0,249,57,55,0,0,8,0,0,0,34261,9424,10321,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66852,8.4
1FCZ,1FCZ_ligand,7659,1792,1826,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,31617,8621,9502,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61640,9.22
1F4E,1F4E_ligand,5394,1347,1412,0,0,57,0,0,0,506,130,125,0,0,5,0,0,0,28117,7560,7819,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,240,230,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54045,2.96
1F4F,1F4F_ligand,8328,1996,2031,0,0,112,0,0,0,1120,284,261,0,0,13,0,0,0,64233,17553,18134,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,373,340,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116718,4.62
1F4G,1F4G_ligand,12208,2967,3006,0,0,156,0,0,0,1922,468,454,0,0,22,0,0,0,72819,19894,20684,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729,438,415,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137737,6.48
1F5K,1F5K_ligand,1328,362,405,0,0,34,0,0,0,408,109,117,0,0,9,0,0,0,20323,5534,6097,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,41,49,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35265,3.74
1O3P,1O3P_ligand,3649,1050,1162,0,0,73,0,0,0,716,206,226,0,0,18,0,0,0,26182,7199,7777,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48619,6.66
1SQA,1SQA_ligand,3365,985,1073,0,0,84,0,0,0,1037,300,318,0,0,22,0,0,0,8016,2157,2374,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,79,90,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20305,9.21
2B1V,2B1V_ligand,11420,2688,2726,0,0,317,0,0,0,900,216,225,0,0,20,0,0,0,17797,4582,4587,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,415,426,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48227,5.74
2FAI,2FAI_ligand,11656,2766,2771,0,0,327,0,0,0,883,213,223,0,0,20,0,0,0,7406,1884,1854,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557,412,412,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32541,6.24
2AYR,2AYR_ligand,5815,1360,1368,0,0,194,0,0,0,161,38,39,0,0,5,0,0,0,14978,3852,4014,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,37,42,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32300,9.29
1AVN,1AVN_ligand,734,196,167,0,0,2,0,0,0,1202,326,288,0,0,3,0,0,0,18083,4933,5189,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31158,3.9
1TTM,1TTM_ligand,2364,627,568,0,0,14,0,0,0,242,70,64,0,0,1,0,0,0,19867,5361,5620,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,68,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35202,7.35
1IF7,1IF7_ligand,2672,694,623,0,0,19,0,0,0,508,136,122,0,0,2,0,0,0,15176,4086,4291,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,67,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28716,10.52
2BOK,2BOK_ligand,3347,925,1056,0,0,90,0,0,0,793,225,256,0,0,21,0,0,0,29875,8196,8953,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54328,6.55
1NFY,1NFY_ligand,2943,822,946,0,0,77,0,0,0,489,132,155,0,0,10,0,0,0,21869,5945,6568,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,102,107,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40934,8.89
1MQ6,1MQ6_ligand,4470,1209,1331,0,0,106,0,0,0,712,197,226,0,0,16,0,0,0,21992,6075,6604,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,32,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43535,11.15
2USN,2USN_ligand,2559,687,648,0,0,4,0,0,0,683,182,176,0,0,3,0,0,0,9507,2516,2793,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,94,81,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20326,6.51
2D1O,2D1O_ligand,8707,2167,2323,0,0,42,0,0,0,1927,473,529,0,0,10,0,0,0,24058,6304,7181,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53788,7.7
1HFS,1HFS_ligand,6227,1599,1690,0,0,22,0,0,0,370,95,101,0,0,1,0,0,0,14794,3947,4466,0,0,59,0,0,0,168,44,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33632,8.7
2FLB,2FLB_ligand,2659,772,912,0,0,68,0,0,0,957,306,339,0,0,25,0,0,0,39645,10823,12179,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69291,5.74
2BZ6,2BZ6_ligand,2967,883,1050,0,0,97,0,0,0,541,160,178,0,0,13,0,0,0,54419,15016,16101,0,0,832,0,0,0,110,37,38,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,116,37,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92643,7.09
2B7D,2B7D_ligand,3479,1018,1183,0,0,103,0,0,0,923,265,293,0,0,21,0,0,0,38619,10556,11872,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68915,8.7
1LOQ,1LOQ_ligand,2107,603,540,0,0,14,0,0,0,499,147,137,0,0,2,0,0,0,20054,5553,5972,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,150,40,38,0,0,1,0,0,0,161,42,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36272,3.7
1LOL,1LOL_ligand,4820,1218,1413,0,0,33,0,0,0,1149,302,376,0,0,8,0,0,0,26213,6827,7492,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,252,59,72,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50573,6.39
1X1Z,1X1Z_ligand,5014,1383,1444,0,0,28,0,0,0,900,255,264,0,0,4,0,0,0,37596,10333,11007,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,354,92,96,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69208,11.06
4TIM,4TIM_ligand,630,175,184,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20136,5502,5816,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,179,51,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32842,2.16
1KV5,1KV5_ligand,2308,635,662,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,85386,23508,25560,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,368,101,105,0,0,2,0,0,0,304,84,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139474,4.22
1TRD,1TRD_ligand,386,108,113,0,0,2,0,0,0,209,58,59,0,0,1,0,0,0,8791,2394,2479,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,169,48,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14911,5.4
1BRA,1BRA_ligand,1209,335,403,0,0,33,0,0,0,324,91,104,0,0,7,0,0,0,15891,4402,5006,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28076,1.82
1J16,1J16_ligand,2939,804,979,0,0,49,0,0,0,746,210,243,0,0,12,0,0,0,30095,8164,9432,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,115,131,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54846,3.84
1J17,1J17_ligand,3421,852,1074,0,0,88,0,0,0,447,111,145,0,0,10,0,0,0,10305,2807,3209,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,77,89,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23101,5.22
1UTP,1UTP_ligand,1719,499,613,0,0,45,0,0,0,200,56,62,0,0,4,0,0,0,21191,5815,6756,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37300,1.44
1V2O,1V2O_ligand,2230,620,764,0,0,58,0,0,0,577,167,198,0,0,15,0,0,0,16923,4651,5414,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,53,67,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32228,4.73
1O3F,1O3F_ligand,2914,794,980,0,0,87,0,0,0,527,153,180,0,0,12,0,0,0,17106,4721,5446,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33197,7.96
1JYS,1JYS_ligand,1793,441,480,0,0,15,0,0,0,1782,449,479,0,0,14,0,0,0,28801,7679,8560,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50755,3.52
