PDB Code,Ligand Name,C-C,C-N,C-O,C-F,C-P,C-S,C-Cl,C-Br,C-I,N-C,N-N,N-O,N-F,N-P,N-S,N-Cl,N-Br,N-I,O-C,O-N,O-O,O-F,O-P,O-S,O-Cl,O-Br,O-I,F-C,F-N,F-O,F-F,F-P,F-S,F-Cl,F-Br,F-I,P-C,P-N,P-O,P-F,P-P,P-S,P-Cl,P-Br,P-I,S-C,S-N,S-O,S-F,S-P,S-S,S-Cl,S-Br,S-I,Cl-C,Cl-N,Cl-O,Cl-F,Cl-P,Cl-S,Cl-Cl,Cl-Br,Cl-I,Br-C,Br-N,Br-O,Br-F,Br-P,Br-S,Br-Cl,Br-Br,Br-I,I-C,I-N,I-O,I-F,I-P,I-S,I-Cl,I-Br,I-I,Total Count,Binding Data
2cf9,2cf9_ligand,4654,1239,1435,0,0,102,0,0,0,668,185,222,0,0,17,0,0,0,49828,13592,14453,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86921,7.82
2j34,2j34_ligand,2762,761,860,0,0,70,0,0,0,359,98,111,0,0,8,0,0,0,24605,6666,7345,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,97,99,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44637,7.82
1x8t,1x8t_ligand,2898,894,919,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,58226,16211,18167,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,411,137,127,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98536,7.8
1xh9,1xh9_ligand,8010,2094,2357,0,0,101,0,0,0,1246,321,371,0,0,17,0,0,0,42519,11253,11963,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,196,60,65,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80775,7.77
2ccc,2ccc_ligand,836,183,193,0,0,0,0,0,0,245,59,66,0,0,0,0,0,0,5808,1441,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11005,7.76
1f0s,1f0s_ligand,2618,753,840,0,0,66,0,0,0,673,199,213,0,0,17,0,0,0,19843,5296,5987,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,60,67,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37259,7.74
1heg,1heg_ligand,2045,570,591,0,0,1,0,0,0,424,119,135,0,0,0,0,0,0,3063,813,818,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8591,7.74
1lee,1lee_ligand,5090,1170,1564,0,0,51,0,0,0,463,108,139,0,0,5,0,0,0,33211,8002,10135,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60110,7.74
1nfu,1nfu_ligand,2911,834,937,0,0,81,0,0,0,443,123,137,0,0,8,0,0,0,21040,5655,6295,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,103,106,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39434,7.74
1qbo,1qbo_ligand,3251,900,1170,0,0,101,0,0,0,748,218,256,0,0,19,0,0,0,17054,4676,5382,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34039,7.74
1qiw,1qiw_ligand,13703,2793,3605,0,0,458,0,0,0,715,152,198,0,0,27,0,0,0,546,111,134,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22465,7.74
1rd4,1rd4_ligand,18353,3541,4341,0,0,29,0,0,0,2872,560,665,0,0,8,0,0,0,2997,591,700,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,169,195,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35918,7.74
1sbg,1sbg_ligand,5255,1501,1601,0,0,0,0,0,0,656,194,202,0,0,0,0,0,0,3448,926,996,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14792,7.74
1txr,1txr_ligand,2701,702,939,0,0,63,0,0,0,377,99,134,0,0,8,0,0,0,16266,4463,5520,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31400,7.74
1usn,1usn_ligand,1717,467,413,0,0,3,0,0,0,797,215,206,0,0,4,0,0,0,11534,3052,3413,0,0,38,0,0,0,556,139,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,90,78,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23187,7.74
2adu,2adu_ligand,1904,505,563,0,0,21,0,0,0,670,190,199,0,0,6,0,0,0,27568,7390,8394,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47789,7.74
1ajv,1ajv_ligand,5807,1632,1719,0,0,5,0,0,0,398,116,122,0,0,0,0,0,0,9791,2569,2781,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,55,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25304,7.72
1caq,1caq_ligand,4791,1224,1247,0,0,28,0,0,0,490,118,124,0,0,3,0,0,0,9024,2349,2654,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,59,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22421,7.72
1cnw,1cnw_ligand,2278,612,546,0,0,15,0,0,0,520,144,127,0,0,3,0,0,0,11122,2960,3094,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,67,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21815,7.72
1j4r,1j4r_ligand,14364,3139,3220,0,0,17,0,0,0,836,197,211,0,0,0,0,0,0,19163,5234,5602,0,0,106,0,0,0,1088,253,251,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,208,75,67,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54040,7.72
1oif,1oif_ligand,2806,773,753,0,0,12,0,0,0,460,120,120,0,0,2,0,0,0,60133,15882,16730,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98007,7.72
1bai,1bai_ligand,6040,1807,1830,0,0,4,0,0,0,1526,473,465,0,0,2,0,0,0,8256,2437,2551,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25446,7.7
1fzm,1fzm_ligand,4165,1196,1205,0,0,28,0,0,0,258,68,72,0,0,0,0,0,0,36104,9774,10411,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,305,90,91,0,0,5,0,0,0,113,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64181,7.7
1gno,1gno_ligand,9129,2589,2701,0,0,6,0,0,0,2031,594,600,0,0,8,0,0,0,9481,2491,2660,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32345,7.7
1izh,1izh_ligand,6206,1723,1835,0,0,12,0,0,0,825,230,241,0,0,3,0,0,0,22246,5878,6125,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45486,7.7
1mes,1mes_ligand,6095,1739,1864,0,0,0,0,0,0,367,111,119,0,0,0,0,0,0,912,243,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11714,7.7
1oz0,1oz0_ligand,9712,2997,2933,0,0,89,0,0,0,2884,888,877,0,0,24,0,0,0,58479,16876,17489,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,623,189,172,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114765,7.7
1uou,1uou_ligand,1856,530,572,0,0,7,0,0,0,850,228,262,0,0,5,0,0,0,10922,3125,3259,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21700,7.7
1vja,1vja_ligand,3088,904,979,0,0,77,0,0,0,823,233,263,0,0,20,0,0,0,15140,4075,4481,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,113,125,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30926,7.7
4tmk,4tmk_ligand,3194,989,952,0,0,7,0,0,0,993,310,296,0,0,5,0,0,0,20677,6012,6292,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,751,243,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41011,7.7
1o2q,1o2q_ligand,2863,783,949,0,0,90,0,0,0,540,153,181,0,0,12,0,0,0,22573,6208,7177,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,16,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000,7.68
1t4v,1t4v_ligand,4101,1068,1220,0,0,71,0,0,0,791,213,250,0,0,17,0,0,0,16733,4438,4812,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,32,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34127,7.68
1w1g,1w1g_ligand,633,229,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17811,5026,4854,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,379,125,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29349,7.68
2bpv,2bpv_ligand,5600,1553,1656,0,0,5,0,0,0,814,224,238,0,0,1,0,0,0,12649,3405,3607,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29829,7.67
1f0r,1f0r_ligand,2867,831,934,0,0,73,0,0,0,690,200,219,0,0,16,0,0,0,22010,5948,6663,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,57,67,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41221,7.66
1ppk,1ppk_ligand,4964,1283,1865,0,0,1,0,0,0,604,151,230,0,0,0,0,0,0,31150,7860,10675,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,182,45,61,0,0,0,0,0,0,98,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59248,7.66
5fiv,5fiv_ligand,2109,625,690,0,0,43,0,0,0,280,83,89,0,0,5,0,0,0,7601,2102,2236,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15930,7.66
1c1v,1c1v_ligand,3846,1040,1184,0,0,79,0,0,0,1345,367,428,0,0,34,0,0,0,22728,6317,6758,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,31,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44548,7.64
1uvt,1uvt_ligand,3358,889,1010,0,0,74,0,0,0,520,142,163,0,0,11,0,0,0,8157,2204,2320,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,36,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150,7.64
966c,966c_ligand,3044,788,856,0,0,17,0,0,0,170,46,51,0,0,1,0,0,0,14145,3915,4316,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,40,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27625,7.64
1c1r,1c1r_ligand,2500,702,874,0,0,78,0,0,0,875,253,305,0,0,24,0,0,0,19719,5489,6402,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,46,50,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37783,7.63
1fzq,1fzq_ligand,1684,514,516,0,0,7,0,0,0,759,224,254,0,0,5,0,0,0,19189,5260,5763,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,256,76,78,0,0,1,0,0,0,266,78,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35090,7.62
1yqy,1yqy_ligand,2596,729,826,0,0,0,0,0,0,374,112,113,0,0,0,0,0,0,54459,14972,16678,0,0,80,0,0,0,203,56,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91556,7.62
2aoe,2aoe_ligand,7373,2036,2156,0,0,18,0,0,0,1493,430,441,0,0,7,0,0,0,20816,5478,5696,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,21,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46149,7.62
1bwa,1bwa_ligand,7007,1987,2074,0,0,6,0,0,0,929,269,270,0,0,4,0,0,0,8250,2169,2279,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,73,74,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25689,7.6
1lpz,1lpz_ligand,3555,1095,1149,0,0,106,0,0,0,685,199,214,0,0,18,0,0,0,33928,9352,10210,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61163,7.6
1a0q,1a0q_ligand,2762,709,636,0,0,10,0,0,0,156,45,38,0,0,0,0,0,0,11478,2915,3617,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,189,52,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22708,7.57
1m13,1m13_ligand,7460,1676,1588,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,27225,7219,7604,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53311,7.57
1q95,1q95_ligand,8141,2773,2633,0,0,0,0,0,0,1360,460,435,0,0,0,0,0,0,112284,32312,34703,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,1355,459,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197956,7.57
1qhc,1qhc_ligand,4610,1391,1246,0,0,120,0,0,0,1742,505,490,0,0,49,0,0,0,17246,5100,5443,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,847,287,245,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39701,7.57
2avs,2avs_ligand,6960,1906,2033,0,0,2,0,0,0,821,228,254,0,0,0,0,0,0,31108,8322,8674,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,114,31,27,0,0,0,0,0,0,167,38,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60836,7.57
1k1j,1k1j_ligand,3331,943,1174,0,0,100,0,0,0,629,178,214,0,0,17,0,0,0,14621,3975,4601,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,67,87,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30426,7.55
1lpk,1lpk_ligand,3529,1069,1153,0,0,101,0,0,0,813,225,268,0,0,17,0,0,0,34739,9615,10460,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62645,7.55
1tlp,1tlp_ligand,3317,907,1042,0,0,6,0,0,0,483,129,146,0,0,1,0,0,0,20381,5415,6533,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,180,48,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38676,7.55
1v0l,1v0l_ligand,1533,519,540,0,0,0,0,0,0,185,65,64,0,0,0,0,0,0,61270,18456,19740,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102768,7.55
1vj9,1vj9_ligand,3796,1109,1228,0,0,92,0,0,0,810,225,257,0,0,20,0,0,0,12730,3450,3841,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,112,124,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28373,7.55
2f1g,2f1g_ligand,7505,2195,2211,0,0,151,0,0,0,1064,322,305,0,0,29,0,0,0,42940,11309,12959,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81414,7.54
1lah,1lah_ligand,1145,291,371,0,0,0,0,0,0,451,111,154,0,0,0,0,0,0,17735,4447,5580,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30346,7.52
1lf2,1lf2_ligand,5048,1172,1561,0,0,47,0,0,0,463,108,140,0,0,5,0,0,0,34242,8221,10392,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61583,7.52
1lke,1lke_ligand,4539,1159,1193,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7837,1923,2171,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18887,7.52
1mmq,1mmq_ligand,2725,700,838,0,0,8,0,0,0,500,126,155,0,0,2,0,0,0,8514,2272,2565,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18458,7.52
2mas,2mas_ligand,9472,2828,2876,0,0,154,0,0,0,1638,487,509,0,0,28,0,0,0,27239,7425,8011,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60985,7.52
2hh5,2hh5_ligand,8046,2270,2301,0,0,151,0,0,0,1263,367,346,0,0,27,0,0,0,39230,10555,11743,0,0,430,0,0,0,1175,310,273,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,346,100,110,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79067,7.49
1iiq,1iiq_ligand,7720,2136,2259,0,0,21,0,0,0,1039,284,303,0,0,3,0,0,0,30757,8123,8579,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61457,7.48
5tmp,5tmp_ligand,3206,1002,963,0,0,8,0,0,0,1601,503,484,0,0,5,0,0,0,12175,3570,3681,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,673,236,228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28366,7.47
1sqo,1sqo_ligand,2368,701,772,0,0,60,0,0,0,803,233,250,0,0,16,0,0,0,12477,3356,3757,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,75,88,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25418,7.46
1yei,1yei_ligand,2612,649,572,0,0,9,0,0,0,425,109,95,0,0,0,0,0,0,20385,5147,5855,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,240,60,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36364,7.46
1yej,1yej_ligand,3067,771,700,0,0,8,0,0,0,426,106,98,0,0,0,0,0,0,21656,5485,6282,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,238,59,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39122,7.46
2ccb,2ccb_ligand,1061,231,253,0,0,0,0,0,0,249,58,68,0,0,0,0,0,0,6408,1568,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12232,7.45
1ciz,1ciz_ligand,4747,1201,1247,0,0,28,0,0,0,477,114,117,0,0,3,0,0,0,15562,4095,4644,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,60,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32625,7.44
1qb9,1qb9_ligand,3605,1022,1298,0,0,117,0,0,0,654,184,218,0,0,14,0,0,0,14553,3988,4541,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30419,7.44
1sc8,1sc8_ligand,2937,867,942,0,0,74,0,0,0,822,232,267,0,0,21,0,0,0,14521,3950,4352,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,113,124,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29816,7.44
